article_id,entity_text,entity_type,attributed_sent,doc_sentiment,entity_doc_diff,n_sentences
art_057,Supreme Court,ORGANIZATION,0.14884191143792122,0.1684,0.019558088562078774,5
art_057,Congress,ORGANIZATION,-0.011967761616688222,0.1684,0.18036776161668822,1
art_057,Supreme Court,ORGANIZATION,0.14884191143792122,0.1684,0.019558088562078774,5
art_057,Supreme Court,ORGANIZATION,0.14884191143792122,0.1684,0.019558088562078774,5
art_057,Trump administration,ORGANIZATION,0.006991436763200909,0.1684,0.16140856323679909,4
art_057,TRUMP,PERSON,0.02102628578237879,0.1684,0.14737371421762122,12
art_057,Trump administration,ORGANIZATION,0.006991436763200909,0.1684,0.16140856323679909,4
art_057,FOX NEWS,ORGANIZATION,-0.03530000103637576,0.1684,0.20370000103637576,1
art_057,Trump,PERSON,0.02102628578237879,0.1684,0.14737371421762122,12
art_058,US Supreme Court,ORGANIZATION,0.017813133308663964,0.0192,0.001386866691336034,1
art_058,Trump,PERSON,-0.08289282501209527,0.0192,0.10209282501209527,4
art_058,Trump,PERSON,-0.08289282501209527,0.0192,0.10209282501209527,4
art_058,US Supreme Court,ORGANIZATION,0.017813133308663964,0.0192,0.001386866691336034,1
art_058,US,ORGANIZATION,-0.10130768800154329,0.0192,0.12050768800154328,5
art_058,President,PERSON,-0.05004436685703695,0.0192,0.06924436685703694,3
art_058,Donald Trump,PERSON,0.017813133308663964,0.0192,0.001386866691336034,1
art_058,Justice Department,ORGANIZATION,-0.013902271864935756,0.0192,0.03310227186493575,1
art_058,Trump,PERSON,-0.08289282501209527,0.0192,0.10209282501209527,4
art_058,Trump,PERSON,-0.08289282501209527,0.0192,0.10209282501209527,4
art_058,Republican,ORGANIZATION,0.0011497079394757748,0.0192,0.018050292060524224,1
art_058,Trump,PERSON,-0.08289282501209527,0.0192,0.10209282501209527,4
art_059,US Supreme Court,ORGANIZATION,-0.03386602929094806,-0.0322,0.0016660292909480637,2
art_059,Trump,PERSON,-0.056421777635114266,-0.0322,0.024221777635114267,10
art_059,US Supreme Court,ORGANIZATION,-0.03386602929094806,-0.0322,0.0016660292909480637,2
art_059,Trump,PERSON,-0.056421777635114266,-0.0322,0.024221777635114267,10
art_059,Trump,PERSON,-0.056421777635114266,-0.0322,0.024221777635114267,10
art_059,Trump,PERSON,-0.056421777635114266,-0.0322,0.024221777635114267,10
art_059,US,ORGANIZATION,-0.05399640077957883,-0.0322,0.021796400779578833,10
art_059,Supreme Court,ORGANIZATION,-0.030555141728837044,-0.0322,0.0016448582711629557,5
art_059,US Supreme Court,ORGANIZATION,-0.03386602929094806,-0.0322,0.0016660292909480637,2
art_059,President,PERSON,-0.0343176863680128,-0.0322,0.0021176863680128014,3
art_059,Donald Trump,PERSON,0.0009596672607585788,-0.0322,0.03315966726075858,1
art_059,Trump,PERSON,-0.056421777635114266,-0.0322,0.024221777635114267,10
art_059,Trump,PERSON,-0.056421777635114266,-0.0322,0.024221777635114267,10
art_059,Trump,PERSON,-0.056421777635114266,-0.0322,0.024221777635114267,10
art_059,Supreme Court,ORGANIZATION,-0.030555141728837044,-0.0322,0.0016448582711629557,5
art_059,Trump administration,ORGANIZATION,-0.006645286455750465,-0.0322,0.025554713544249534,1
art_059,Trump,PERSON,-0.056421777635114266,-0.0322,0.024221777635114267,10
art_059,District Judge,PERSON,-0.10454090015264228,-0.0322,0.07234090015264227,1
art_059,John Coughenour,PERSON,-0.10454090015264228,-0.0322,0.07234090015264227,1
art_059,Judge,PERSON,-0.04364354086768193,-0.0322,0.011443540867681928,3
art_059,Coughenour,PERSON,-0.05195636318239849,-0.0322,0.01975636318239849,2
art_059,Republican,ORGANIZATION,0.0006281737878452986,-0.0322,0.0328281737878453,1
art_059,Ronald Reagan,PERSON,0.0006281737878452986,-0.0322,0.0328281737878453,1
art_059,Conservatives,ORGANIZATION,0.004990526475012302,-0.0322,0.0371905264750123,1
art_059,Supreme Court,ORGANIZATION,-0.030555141728837044,-0.0322,0.0016448582711629557,5
art_059,Trump,PERSON,-0.056421777635114266,-0.0322,0.024221777635114267,10
art_059,AFP,ORGANIZATION,-0.0002114350427291356,-0.0322,0.031988564957270864,1
art_060,Supreme Court,ORGANIZATION,-0.04751263951766305,0.0593,0.10681263951766304,10
art_060,President Donald Trump,PERSON,0.06935353390872478,0.0593,0.010053533908724786,1
art_060,Trump,PERSON,-0.04726674321864266,0.0593,0.10656674321864265,12
art_060,Cecillia Wang,PERSON,0.004899586201645434,0.0593,0.054400413798354565,1
art_060,American Civil Liberties Union,ORGANIZATION,-0.009152451530098915,0.0593,0.0684524515300989,2
art_060,Supreme Court,ORGANIZATION,-0.04751263951766305,0.0593,0.10681263951766304,10
art_060,President,PERSON,0.02636159665416926,0.0593,0.03293840334583074,3
art_060,Trump,PERSON,-0.04726674321864266,0.0593,0.10656674321864265,12
art_060,Supreme Court,ORGANIZATION,-0.04751263951766305,0.0593,0.10681263951766304,10
art_060,Congress,ORGANIZATION,0.004899586201645434,0.0593,0.054400413798354565,1
art_060,Trump,PERSON,-0.04726674321864266,0.0593,0.10656674321864265,12
art_060,Supreme Court,ORGANIZATION,-0.04751263951766305,0.0593,0.10681263951766304,10
art_060,White House,ORGANIZATION,0.0014995485544204712,0.0593,0.05780045144557953,1
art_060,Trump,PERSON,-0.04726674321864266,0.0593,0.10656674321864265,12
art_060,Steve Vladeck,PERSON,-0.02420249703573063,0.0593,0.08350249703573062,1
art_060,CNN Supreme Court,ORGANIZATION,-0.02420249703573063,0.0593,0.08350249703573062,1
art_060,Georgetown University Law Center,ORGANIZATION,-0.02420249703573063,0.0593,0.08350249703573062,1
art_060,Trump,ORGANIZATION,-0.04726674321864266,0.0593,0.10656674321864265,12
art_060,Supreme Court,ORGANIZATION,-0.04751263951766305,0.0593,0.10681263951766304,10
art_060,Supreme Court,ORGANIZATION,-0.04751263951766305,0.0593,0.10681263951766304,10
art_060,Wong Kim Ark,PERSON,-0.004566606134176254,0.0593,0.06386660613417625,1
art_060,Trump,ORGANIZATION,-0.04726674321864266,0.0593,0.10656674321864265,12
art_060,Trump administration,ORGANIZATION,-0.060160558568895794,0.0593,0.11946055856889579,4
art_060,Supreme Court,ORGANIZATION,-0.04751263951766305,0.0593,0.10681263951766304,10
art_060,Trump,PERSON,-0.04726674321864266,0.0593,0.10656674321864265,12
art_060,General,PERSON,0.06846624216996133,0.0593,0.009166242169961335,1
art_060,Supreme Court,ORGANIZATION,-0.04751263951766305,0.0593,0.10681263951766304,10
art_060,Supreme Court,ORGANIZATION,-0.04751263951766305,0.0593,0.10681263951766304,10
art_060,Trump,PERSON,-0.04726674321864266,0.0593,0.10656674321864265,12
art_060,Supreme Court,ORGANIZATION,-0.04751263951766305,0.0593,0.10681263951766304,10
art_060,Trump,PERSON,-0.04726674321864266,0.0593,0.10656674321864265,12
art_060,American Civil Liberties Union,ORGANIZATION,-0.009152451530098915,0.0593,0.0684524515300989,2
art_060,Supreme Court,ORGANIZATION,-0.04751263951766305,0.0593,0.10681263951766304,10
art_060,Trump,PERSON,-0.04726674321864266,0.0593,0.10656674321864265,12
art_060,ACLU,ORGANIZATION,0.010262271855026484,0.0593,0.049037728144973515,1
art_060,9th US Circuit Court of Appeals,ORGANIZATION,-0.0028778857813449576,0.0593,0.062177885781344956,1
art_060,Trump,PERSON,-0.04726674321864266,0.0593,0.10656674321864265,12
art_060,Democratic,ORGANIZATION,-0.0771205984055996,0.0593,0.13642059840559959,1
art_060,9th Circuit,ORGANIZATION,-0.002657012861163821,0.0593,0.06195701286116382,1
art_061,US Supreme Court,ORGANIZATION,0.03925056871958077,0.0248,0.01445056871958077,1
art_061,US Supreme Court,ORGANIZATION,0.03925056871958077,0.0248,0.01445056871958077,1
art_061,President Donald Trump,PERSON,-0.010603702743537724,0.0248,0.03540370274353773,1
art_061,Supreme Court,ORGANIZATION,0.1301007472211495,0.0248,0.1053007472211495,4
art_061,Trump,PERSON,-0.02891091357118317,0.0248,0.05371091357118317,7
art_061,Trump,PERSON,-0.02891091357118317,0.0248,0.05371091357118317,7
art_061,Trump administration,ORGANIZATION,0.03399372287094593,0.0248,0.009193722870945931,1
art_061,Cecillia Wang,PERSON,-0.05413682013750076,0.0248,0.07893682013750077,1
art_061,American Civil Liberties Union,ORGANIZATION,-0.05413682013750076,0.0248,0.07893682013750077,1
art_061,BBC,ORGANIZATION,-0.05413682013750076,0.0248,0.07893682013750077,1
art_061,CBS,ORGANIZATION,-0.05413682013750076,0.0248,0.07893682013750077,1
art_061,Wang,PERSON,-0.027705388638423756,0.0248,0.05250538863842376,2
art_061,Supreme Court,ORGANIZATION,0.1301007472211495,0.0248,0.1053007472211495,4
art_061,Trump,PERSON,-0.02891091357118317,0.0248,0.05371091357118317,7
art_061,Trump,PERSON,-0.02891091357118317,0.0248,0.05371091357118317,7
art_061,Supreme Court,ORGANIZATION,0.1301007472211495,0.0248,0.1053007472211495,4
art_061,Trump,PERSON,-0.02891091357118317,0.0248,0.05371091357118317,7
art_061,Solicitor General,PERSON,0.004018404986709356,0.0248,0.020781595013290643,1
art_061,D John Sauer,PERSON,0.004018404986709356,0.0248,0.020781595013290643,1
art_061,Pew Research Center,ORGANIZATION,-0.025381549261510372,0.0248,0.050181549261510375,1
art_061,Pew,ORGANIZATION,-0.01445450316532515,0.0248,0.03925450316532515,2
art_061,Migration Policy Institute,ORGANIZATION,0.0008118366822600365,0.0248,0.023988163317739963,1
art_061,Pennsylvania State University,ORGANIZATION,0.0008118366822600365,0.0248,0.023988163317739963,1
art_061,Population Research Institute,ORGANIZATION,0.0008118366822600365,0.0248,0.023988163317739963,1
art_062,Reuters,ORGANIZATION,0.0018614891450852156,0.0122,0.010338510854914785,1
art_062,Supreme Court,ORGANIZATION,0.17644829583150567,0.0122,0.1642482958315057,4
art_062,President Donald Trump,PERSON,0.0018614891450852156,0.0122,0.010338510854914785,1
art_062,Justice Department,ORGANIZATION,-0.0011962642893195152,0.0122,0.013396264289319516,2
art_062,Trump,PERSON,-0.09636474242766521,0.0122,0.10856474242766521,7
art_062,U.S.,ORGANIZATION,-0.012517691547275587,0.0122,0.024717691547275586,7
art_062,Trump,PERSON,-0.09636474242766521,0.0122,0.10856474242766521,7
art_062,Republican,ORGANIZATION,-0.023057280690409243,0.0122,0.035257280690409246,1
art_062,Trump,PERSON,-0.09636474242766521,0.0122,0.10856474242766521,7
art_062,Trump administration,ORGANIZATION,-0.05807533022016287,0.0122,0.07027533022016287,2
art_062,Americans,PERSON,-0.19771140813827515,0.0122,0.20991140813827514,1
art_062,Trump administration,ORGANIZATION,-0.05807533022016287,0.0122,0.07027533022016287,2
art_062,White House,ORGANIZATION,0.08156074769794941,0.0122,0.06936074769794941,1
art_062,Abigail Jackson,PERSON,0.08156074769794941,0.0122,0.06936074769794941,1
art_062,Cecillia Wang,PERSON,0.08156074769794941,0.0122,0.06936074769794941,1
art_062,director,PERSON,0.08156074769794941,0.0122,0.06936074769794941,1
art_062,American Civil Liberties Union,ORGANIZATION,0.08156074769794941,0.0122,0.06936074769794941,1
art_062,Supreme Court,ORGANIZATION,0.17644829583150567,0.0122,0.1642482958315057,4
art_062,Justice Department,ORGANIZATION,-0.0011962642893195152,0.0122,0.013396264289319516,2
art_062,Trump,PERSON,-0.09636474242766521,0.0122,0.10856474242766521,7
art_062,U.S.,PERSON,-0.012517691547275587,0.0122,0.024717691547275586,7
art_062,District Judge,PERSON,-0.1890116746071726,0.0122,0.2012116746071726,1
art_062,Joseph Laplante,PERSON,-0.1890116746071726,0.0122,0.2012116746071726,1
art_062,Trump,PERSON,-0.09636474242766521,0.0122,0.10856474242766521,7
art_062,Supreme Court,ORGANIZATION,0.17644829583150567,0.0122,0.1642482958315057,4
art_062,Supreme Court,ORGANIZATION,0.17644829583150567,0.0122,0.1642482958315057,4
art_062,Supreme Court,ORGANIZATION,0.17644829583150567,0.0122,0.1642482958315057,4
art_062,Supreme Court,ORGANIZATION,0.17644829583150567,0.0122,0.1642482958315057,4
art_063,US Supreme Court,ORGANIZATION,-0.035819058228905,-0.001,0.034819058228905,3
art_063,Trump,PERSON,-0.08383546284480523,-0.001,0.08283546284480522,13
art_063,Supreme Court,ORGANIZATION,-0.06451174596856747,-0.001,0.06351174596856747,7
art_063,United States Supreme Court,ORGANIZATION,-0.01796257682144642,-0.001,0.016962576821446418,1
art_063,President Donald Trump,PERSON,-0.01796257682144642,-0.001,0.016962576821446418,1
art_063,Republican,ORGANIZATION,-0.01796257682144642,-0.001,0.016962576821446418,1
art_063,US Supreme Court,ORGANIZATION,-0.035819058228905,-0.001,0.034819058228905,3
art_063,Trump,PERSON,-0.08383546284480523,-0.001,0.08283546284480522,13
art_063,US Supreme Court,ORGANIZATION,-0.035819058228905,-0.001,0.034819058228905,3
art_063,Trump,PERSON,-0.08383546284480523,-0.001,0.08283546284480522,13
art_063,Trump,PERSON,-0.08383546284480523,-0.001,0.08283546284480522,13
art_063,Trump,PERSON,-0.08383546284480523,-0.001,0.08283546284480522,13
art_063,Supreme Court,ORGANIZATION,-0.06451174596856747,-0.001,0.06351174596856747,7
art_063,Trump,ORGANIZATION,-0.08383546284480523,-0.001,0.08283546284480522,13
art_063,Trump,PERSON,-0.08383546284480523,-0.001,0.08283546284480522,13
art_063,John Sauer,PERSON,-0.05109010520391166,-0.001,0.05009010520391166,1
art_063,Sauer,PERSON,-0.13083181195543148,-0.001,0.12983181195543148,2
art_063,Trump,PERSON,-0.08383546284480523,-0.001,0.08283546284480522,13
art_063,District Judge,PERSON,-0.10454090015264228,-0.001,0.10354090015264228,1
art_063,John Coughenour,PERSON,-0.10454090015264228,-0.001,0.10354090015264228,1
art_063,Conservatives,ORGANIZATION,0.0008460618555545807,-0.001,0.0018460618555545807,1
art_063,Supreme Court,ORGANIZATION,-0.06451174596856747,-0.001,0.06351174596856747,7
art_063,Trump,PERSON,-0.08383546284480523,-0.001,0.08283546284480522,13
art_063,Cecillia Wang,PERSON,-0.09652173891663551,-0.001,0.09552173891663551,1
art_063,American Civil Liberties Union,ORGANIZATION,-0.09652173891663551,-0.001,0.09552173891663551,1
art_063,President,PERSON,-0.1326704124949174,-0.001,0.1316704124949174,4
art_063,Trump,PERSON,-0.08383546284480523,-0.001,0.08283546284480522,13
art_063,Wang,PERSON,-0.10259047476574779,-0.001,0.10159047476574778,2
art_063,Supreme Court,ORGANIZATION,-0.06451174596856747,-0.001,0.06351174596856747,7
art_063,Trump,PERSON,-0.08383546284480523,-0.001,0.08283546284480522,13
art_063,Trump,PERSON,-0.08383546284480523,-0.001,0.08283546284480522,13
art_064,US supreme court,ORGANIZATION,-0.04345916671445593,0.0623,0.10575916671445593,2
art_064,Donald Trump,PERSON,0.003821926424279809,0.0623,0.05847807357572019,1
art_064,Trump,PERSON,-0.04013920059977946,0.0623,0.10243920059977946,11
art_064,US supreme court,ORGANIZATION,-0.04345916671445593,0.0623,0.10575916671445593,2
art_064,Trump,PERSON,-0.04013920059977946,0.0623,0.10243920059977946,11
art_064,Trump,PERSON,-0.04013920059977946,0.0623,0.10243920059977946,11
art_064,US,ORGANIZATION,-0.01893512875540182,0.0623,0.08123512875540181,13
art_064,Trump,PERSON,-0.04013920059977946,0.0623,0.10243920059977946,11
art_064,Trump,PERSON,-0.04013920059977946,0.0623,0.10243920059977946,11
art_064,Barbara,PERSON,-0.010598565655527636,0.0623,0.07289856565552763,2
art_064,Barbara,PERSON,-0.010598565655527636,0.0623,0.07289856565552763,2
art_064,American Civil Liberties Union,ORGANIZATION,-0.011229424271732569,0.0623,0.07352942427173256,1
art_064,ACLU,ORGANIZATION,-0.007102438481524587,0.0623,0.06940243848152458,2
art_064,Trump,PERSON,-0.04013920059977946,0.0623,0.10243920059977946,11
art_064,Cecillia Wang,PERSON,-0.0029754526913166046,0.0623,0.0652754526913166,1
art_064,ACLU,ORGANIZATION,-0.007102438481524587,0.0623,0.06940243848152458,2
art_064,President,PERSON,-0.05528561701066792,0.0623,0.11758561701066791,3
art_064,Trump,PERSON,-0.04013920059977946,0.0623,0.10243920059977946,11
art_064,Congress,ORGANIZATION,-0.01342663518153131,0.0623,0.0757266351815313,1
art_064,Trump,PERSON,-0.04013920059977946,0.0623,0.10243920059977946,11
art_064,Trump,ORGANIZATION,-0.04013920059977946,0.0623,0.10243920059977946,11
art_064,John Sauer,PERSON,0.003327768761664629,0.0623,0.05897223123833537,1
art_064,Trump,PERSON,-0.04013920059977946,0.0623,0.10243920059977946,11
art_065,United States Supreme Court,ORGANIZATION,0.0004585026763379574,0.0061,0.005641497323662043,1
art_065,President Donald Trump,PERSON,0.0004585026763379574,0.0061,0.005641497323662043,1
art_065,Trump,PERSON,-0.08334059972225481,0.0061,0.08944059972225481,9
art_065,Trump,PERSON,-0.08334059972225481,0.0061,0.08944059972225481,9
art_065,Trump,PERSON,-0.08334059972225481,0.0061,0.08944059972225481,9
art_065,Supreme Court,ORGANIZATION,-0.009439995900417367,0.0061,0.015539995900417367,3
art_065,Trump,ORGANIZATION,-0.08334059972225481,0.0061,0.08944059972225481,9
art_065,Trump,PERSON,-0.08334059972225481,0.0061,0.08944059972225481,9
art_065,John Sauer,PERSON,-0.19916374745662324,0.0061,0.20526374745662324,1
art_065,Sauer,PERSON,-0.19916374745662324,0.0061,0.20526374745662324,1
art_065,Trump,PERSON,-0.08334059972225481,0.0061,0.08944059972225481,9
art_065,District Judge,PERSON,-0.049437078181654215,0.0061,0.055537078181654216,1
art_065,John Coughenour,PERSON,-0.049437078181654215,0.0061,0.055537078181654216,1
art_065,Coughenour,PERSON,-0.049437078181654215,0.0061,0.055537078181654216,1
art_065,Republican,ORGANIZATION,-0.049437078181654215,0.0061,0.055537078181654216,1
art_065,Ronald Reagan,PERSON,-0.049437078181654215,0.0061,0.055537078181654216,1
art_065,Conservatives,ORGANIZATION,-0.0012889206409454346,0.0061,0.007388920640945435,1
art_065,Supreme Court,ORGANIZATION,-0.009439995900417367,0.0061,0.015539995900417367,3
art_065,Trump,PERSON,-0.08334059972225481,0.0061,0.08944059972225481,9
art_065,Cecillia Wang,PERSON,-0.14781957771629095,0.0061,0.15391957771629095,1
art_065,American Civil Liberties Union,ORGANIZATION,-0.14781957771629095,0.0061,0.15391957771629095,1
art_065,President,PERSON,-0.10970573127269745,0.0061,0.11580573127269744,4
art_065,Trump,PERSON,-0.08334059972225481,0.0061,0.08944059972225481,9
art_065,Wang,PERSON,-0.14781957771629095,0.0061,0.15391957771629095,1
art_066,President Donald Trump,PERSON,-0.0006160084158182144,-0.0002,0.00041600841581821443,1
art_066,Trump,PERSON,-0.047645434096921235,-0.0002,0.04744543409692124,8
art_066,Trump,PERSON,-0.047645434096921235,-0.0002,0.04744543409692124,8
art_066,Republican,ORGANIZATION,-0.10224037719308399,-0.0002,0.10204037719308398,2
art_066,High Court,ORGANIZATION,-0.03802844078745693,-0.0002,0.03782844078745693,2
art_066,Supreme Court,ORGANIZATION,0.13949309012386948,-0.0002,0.1396930901238695,5
art_066,National Guard,ORGANIZATION,0.018747654045000672,-0.0002,0.01894765404500067,1
art_066,Trump,PERSON,-0.047645434096921235,-0.0002,0.04744543409692124,8
art_066,Supreme Court,ORGANIZATION,0.13949309012386948,-0.0002,0.1396930901238695,5
art_066,Trump,PERSON,-0.047645434096921235,-0.0002,0.04744543409692124,8
art_066,Supreme Court,ORGANIZATION,0.13949309012386948,-0.0002,0.1396930901238695,5
art_066,Supreme Court,ORGANIZATION,0.13949309012386948,-0.0002,0.1396930901238695,5
art_066,Trump,PERSON,-0.047645434096921235,-0.0002,0.04744543409692124,8
art_066,American Civil Liberties Union,ORGANIZATION,0.02251449227333069,-0.0002,0.022714492273330687,1
art_066,Trump,PERSON,-0.047645434096921235,-0.0002,0.04744543409692124,8
art_066,Cecillia Wang,PERSON,0.02251449227333069,-0.0002,0.022714492273330687,1
art_066,American Civil Liberties Union,ORGANIZATION,0.02251449227333069,-0.0002,0.022714492273330687,1
art_066,ACLU,ORGANIZATION,0.02251449227333069,-0.0002,0.022714492273330687,1
art_066,Supreme Court,ORGANIZATION,0.13949309012386948,-0.0002,0.1396930901238695,5
art_066,Appeals Court,ORGANIZATION,-0.00836139841703698,-0.0002,0.00816139841703698,1
art_066,Democratic,ORGANIZATION,-0.00836139841703698,-0.0002,0.00816139841703698,1
art_066,Trump,PERSON,-0.047645434096921235,-0.0002,0.04744543409692124,8
art_066,9th Circuit,ORGANIZATION,-0.08511435985565186,-0.0002,0.08491435985565185,1
art_066,Supreme Court,ORGANIZATION,0.13949309012386948,-0.0002,0.1396930901238695,5
art_066,High Court,ORGANIZATION,-0.03802844078745693,-0.0002,0.03782844078745693,2
art_066,Senators,PERSON,-0.0006228298880159855,-0.0002,0.0004228298880159855,1
art_066,Ted Cruz,PERSON,-0.0006228298880159855,-0.0002,0.0004228298880159855,1
art_066,Lindsey Graham,PERSON,-0.0006228298880159855,-0.0002,0.0004228298880159855,1
art_067,President,PERSON,-0.03494829125702381,0.0547,0.08964829125702381,4
art_067,Donald Trump,PERSON,-0.03151309676468372,0.0547,0.08621309676468372,2
art_067,Supreme Court,ORGANIZATION,-0.00842540416851989,0.0547,0.06312540416851989,4
art_067,Trump,PERSON,-0.14081850445430832,0.0547,0.19551850445430832,13
art_067,Attorney General,PERSON,5.53834397578612e-05,0.0547,0.05464461656024214,1
art_067,Pam Bondi,PERSON,5.53834397578612e-05,0.0547,0.05464461656024214,1
art_067,Trump,PERSON,-0.14081850445430832,0.0547,0.19551850445430832,13
art_067,Supreme Court,ORGANIZATION,-0.00842540416851989,0.0547,0.06312540416851989,4
art_067,Trump,PERSON,-0.14081850445430832,0.0547,0.19551850445430832,13
art_067,Fox News',ORGANIZATION,-0.10084058274514973,0.0547,0.15554058274514973,1
art_067,Peter Doocy,PERSON,-0.10084058274514973,0.0547,0.15554058274514973,1
art_067,SUPREME COURT,ORGANIZATION,-0.00842540416851989,0.0547,0.06312540416851989,4
art_067,TRUMP,PERSON,-0.14081850445430832,0.0547,0.19551850445430832,13
art_067,Trump,PERSON,-0.14081850445430832,0.0547,0.19551850445430832,13
art_067,Trump,PERSON,-0.14081850445430832,0.0547,0.19551850445430832,13
art_067,Trump,PERSON,-0.14081850445430832,0.0547,0.19551850445430832,13
art_067,Trump,PERSON,-0.14081850445430832,0.0547,0.19551850445430832,13
art_067,Trump,PERSON,-0.14081850445430832,0.0547,0.19551850445430832,13
art_067,PRESIDENT,PERSON,-0.03494829125702381,0.0547,0.08964829125702381,4
art_067,DONALD TRUMP,PERSON,-0.03151309676468372,0.0547,0.08621309676468372,2
art_067,Trump,PERSON,-0.14081850445430832,0.0547,0.19551850445430832,13
art_067,John Sauer,PERSON,-0.08324229344725609,0.0547,0.1379422934472561,1
art_067,American Civil Liberties Union,ORGANIZATION,-0.016005820565624163,0.0547,0.07070582056562416,1
art_067,Trump,PERSON,-0.14081850445430832,0.0547,0.19551850445430832,13
art_067,ACLU,ORGANIZATION,-0.13550433237105608,0.0547,0.19020433237105608,1
art_067,Trump,PERSON,-0.14081850445430832,0.0547,0.19551850445430832,13
art_067,ACLU,ORGANIZATION,-0.13550433237105608,0.0547,0.19020433237105608,1
art_067,FOX NEWS,ORGANIZATION,-0.1181724575581029,0.0547,0.1728724575581029,2
art_067,ACLU,ORGANIZATION,-0.13550433237105608,0.0547,0.19020433237105608,1
art_067,Executive Director,PERSON,-0.13550433237105608,0.0547,0.19020433237105608,1
art_067,Anthony Romero,PERSON,-0.13550433237105608,0.0547,0.19020433237105608,1
art_067,Supreme Court,ORGANIZATION,-0.00842540416851989,0.0547,0.06312540416851989,4
art_068,China,ORGANIZATION,-0.007802332052960992,0.0036,0.011402332052960991,1
art_068,Supreme Court,ORGANIZATION,-0.001040460541844368,0.0036,0.004640460541844368,3
art_068,China,ORGANIZATION,-0.007802332052960992,0.0036,0.011402332052960991,1
art_068,Trump,PERSON,-0.10601481389021501,0.0036,0.10961481389021502,5
art_068,Solicitor General,PERSON,-0.007802332052960992,0.0036,0.011402332052960991,1
art_068,Trump,PERSON,-0.10601481389021501,0.0036,0.10961481389021502,5
art_068,Trump,PERSON,-0.10601481389021501,0.0036,0.10961481389021502,5
art_068,Supreme Court,ORGANIZATION,-0.001040460541844368,0.0036,0.004640460541844368,3
art_068,Trump,PERSON,-0.10601481389021501,0.0036,0.10961481389021502,5
art_068,Barbara,PERSON,0.008234171429648995,0.0036,0.0046341714296489955,1
art_068,Trump,PERSON,-0.10601481389021501,0.0036,0.10961481389021502,5
art_068,Trump,PERSON,-0.10601481389021501,0.0036,0.10961481389021502,5
art_068,Supreme Court,ORGANIZATION,-0.001040460541844368,0.0036,0.004640460541844368,3
art_069,US Supreme Court,ORGANIZATION,-0.037185896653681993,-0.1154,0.07821410334631801,2
art_069,Trump,PERSON,-0.09771478670336364,-0.1154,0.01768521329663636,8
art_069,Trump,PERSON,-0.09771478670336364,-0.1154,0.01768521329663636,8
art_069,Supreme Court,ORGANIZATION,-0.029910951638157712,-0.1154,0.08548904836184229,4
art_069,US,ORGANIZATION,-0.042511590056598096,-0.1154,0.0728884099434019,21
art_069,President,PERSON,0.004611922248538273,-0.1154,0.12001192224853828,3
art_069,Donald Trump,PERSON,0.020453003700822592,-0.1154,0.1358530037008226,1
art_069,US Supreme Court,ORGANIZATION,-0.037185896653681993,-0.1154,0.07821410334631801,2
art_069,Trump,PERSON,-0.09771478670336364,-0.1154,0.01768521329663636,8
art_069,Republican,ORGANIZATION,-0.009160872548818588,-0.1154,0.10623912745118141,1
art_069,President,PERSON,0.004611922248538273,-0.1154,0.12001192224853828,3
art_069,Justice Department,ORGANIZATION,-0.009160872548818588,-0.1154,0.10623912745118141,1
art_069,Trump,PERSON,-0.09771478670336364,-0.1154,0.01768521329663636,8
art_069,Trump,PERSON,-0.09771478670336364,-0.1154,0.01768521329663636,8
art_069,Supreme Court,ORGANIZATION,-0.029910951638157712,-0.1154,0.08548904836184229,4
art_069,Clare Cushman,PERSON,0.0025436355936108157,-0.1154,0.11794363559361082,1
art_069,Supreme Court Historical Society,ORGANIZATION,0.0025436355936108157,-0.1154,0.11794363559361082,1
art_069,White House,ORGANIZATION,-0.013330775143307013,-0.1154,0.102069224856693,3
art_069,David Warrington,PERSON,-1.6752004739828408e-05,-0.1154,0.11538324799526017,1
art_069,Commerce Secretary,PERSON,-1.6752004739828408e-05,-0.1154,0.11538324799526017,1
art_069,Howard Lutnick,PERSON,-1.6752004739828408e-05,-0.1154,0.11538324799526017,1
art_069,Attorney-General,PERSON,-1.6752004739828408e-05,-0.1154,0.11538324799526017,1
art_069,Pam Bondi,PERSON,-1.6752004739828408e-05,-0.1154,0.11538324799526017,1
art_069,Trump,PERSON,-0.09771478670336364,-0.1154,0.01768521329663636,8
art_069,Solicitor-General,PERSON,0.2648488963022828,-0.1154,0.3802488963022828,1
art_069,Pew Research Center,ORGANIZATION,0.07150252908468246,-0.1154,0.18690252908468247,1
art_069,Trump,PERSON,-0.09771478670336364,-0.1154,0.01768521329663636,8
art_069,Supreme Court,ORGANIZATION,-0.029910951638157712,-0.1154,0.08548904836184229,4
art_069,Trump,PERSON,-0.09771478670336364,-0.1154,0.01768521329663636,8
art_069,Conservative,PERSON,-0.046029201010242105,-0.1154,0.0693707989897579,3
art_069,Chief Justice,PERSON,-0.12876577954739332,-0.1154,0.01336577954739332,1
art_069,John Roberts,PERSON,-0.12876577954739332,-0.1154,0.01336577954739332,1
art_069,Sauer,PERSON,-0.07080333307385445,-0.1154,0.044596666926145556,3
art_069,Justice,PERSON,-0.05129494178849696,-0.1154,0.06410505821150304,11
art_069,Roberts,PERSON,-0.07733447391850252,-0.1154,0.03806552608149748,3
art_069,Sauer,PERSON,-0.07080333307385445,-0.1154,0.044596666926145556,3
